respondent_id,Q1_age_group,Q2_gender,Q3_city_tier,Q4_occupation,Q5_monthly_income,Q6_act_gym,Q6_act_yoga,Q6_act_running,Q6_act_cycling,Q6_act_swimming,Q6_act_team_sports,Q6_act_outdoor,Q6_act_home_workout,Q6_act_none,Q7_workout_days_per_week,Q8_workout_location,Q9_goal_weight_loss,Q9_goal_muscle_building,Q9_goal_endurance,Q9_goal_flexibility,Q9_goal_mental_wellness,Q9_goal_recreational,Q9_goal_competitive,Q9_goal_general_health,Q10_influencer_affinity,Q11_current_monthly_spend_inr,Q12_shop_brand_app,Q12_shop_myntra_ajio,Q12_shop_amazon_flipkart,Q12_shop_brand_website,Q12_shop_physical_store,Q12_shop_social_commerce,Q12_shop_local_unbranded,Q13_factor_price,Q13_factor_brand_rep,Q13_factor_fabric_quality,Q13_factor_style,Q13_factor_sustainability,Q13_factor_influencer,Q13_factor_peer_rec,Q13_factor_loyalty_rewards,Q13_factor_size_avail,Q14_purchase_frequency,Q15_brand_nike,Q15_brand_adidas,Q15_brand_puma,Q15_brand_decathlon,Q15_brand_hrx_reebok,Q15_brand_indian_d2c,Q15_brand_unbranded,Q15_brand_none,Q16_feat_personalised_rec,Q16_feat_browse_purchase,Q16_feat_loyalty_rewards,Q16_feat_sustainability_info,Q16_feat_outfit_builder,Q16_feat_size_virtual_tryon,Q16_feat_order_tracking,Q16_feat_community_features,Q16_feat_flash_sales,Q16_feat_brand_collab,Q17_sustainability_importance,Q18_community_challenge_likelihood,Q19_flash_sale_likelihood,Q20_virtual_tryon_importance,Q21_prod_performance_activewear,Q21_prod_casual_athleisure,Q21_prod_sports_footwear,Q21_prod_accessories,Q21_prod_yoga_wellness,Q21_prod_swimwear,Q21_prod_outdoor_gear,Q22_brand_app_usage,Q24_wtp_monthly_inr,Q25_app_download_intent,persona_label
59,18-22,Male,Tier_2,Salaried_Public,60k-80k,1,0,0,0,0,1,0,0,0,5-7_days,Outdoors,1,0,1,0,0,1,1,1,No,5225,1,1,0,0,0,0,0,0,1,0,1,0,1,0,1,1,Every_2-3_months,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,1,3,5,2,5,1,0,1,1,0,1,0,Prefers_3rd_party,6761,Maybe,Serious_Athlete
60,18-22,Female,Tier_2,Freelancer,Above_100k,1,0,0,0,1,1,1,1,0,3-4_days,Commercial_gym,1,1,1,0,0,1,1,1,Yes_occasional,9049,1,1,1,0,0,0,0,0,0,1,1,1,0,1,0,1,Monthly_or_more,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,1,1,0,3,2,4,4,1,1,1,1,0,0,0,Installed_rarely,268,Yes,Serious_Athlete
61,33-35,Non_binary,Tier_1,Salaried_Private,80k-100k,1,0,0,1,0,0,0,1,0,1-2_days,Commercial_gym,0,0,0,0,1,0,0,1,Yes_influences_purchases,3724,0,1,1,0,1,1,0,0,0,0,1,0,1,0,0,0,Every_2-3_months,1,0,1,0,0,0,0,0,1,1,1,0,1,1,1,0,1,0,3,3,3,5,1,1,1,1,0,0,0,Prefers_3rd_party,5148,Yes,Fashion_First
62,18-22,Female,Metro,Student,40k-60k,0,0,1,0,0,1,0,0,0,3-4_days,Home,0,1,0,1,1,0,0,0,Yes_influences_purchases,2110,1,1,1,0,1,1,0,0,1,1,1,0,1,0,1,1,Every_2-3_months,0,0,0,1,0,1,1,0,1,1,1,1,1,1,1,0,0,1,2,3,5,3,0,1,1,1,0,0,0,Uses_regularly,3595,Yes,Fashion_First
63,23-27,Male,Metro,Salaried_Private,60k-80k,0,0,1,0,1,0,0,0,0,1-2_days,Dont_workout,0,0,1,1,0,0,0,0,Yes_influences_purchases,3958,0,1,1,0,1,0,0,0,0,0,1,0,1,1,0,0,Every_2-3_months,0,1,1,0,0,0,1,0,1,1,0,0,0,1,1,1,1,0,1,3,4,4,1,1,1,1,1,0,0,Uses_regularly,7271,Yes,Fashion_First
64,18-22,Male,Tier_1,Freelancer,Below_20k,0,1,1,1,1,1,1,0,0,3-4_days,Online_virtual,0,0,0,0,1,1,0,0,Yes_influences_purchases,1586,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,1,Monthly_or_more,0,0,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,3,4,3,4,1,0,1,1,1,1,1,No_mobile_shopping,1988,No,Outdoor_Enthusiast
65,23-27,Male,Metro,Business_Owner,40k-60k,1,1,0,0,0,0,0,0,0,1-2_days,Outdoors,1,0,1,0,0,1,0,0,Yes_influences_purchases,3740,1,1,1,1,0,1,0,1,1,1,1,0,1,0,0,1,Every_2-3_months,0,1,0,1,1,0,0,0,1,1,1,1,1,0,1,1,1,0,1,3,4,4,0,1,1,1,1,1,1,Uses_regularly,4345,Yes,Fashion_First
66,33-35,Female,Tier_2,Student,80k-100k,0,0,0,0,1,1,0,1,0,1-2_days,Home,1,1,1,0,1,1,0,1,Yes_occasional,3181,1,0,1,0,0,1,0,1,1,0,0,0,1,0,1,1,Every_2-3_months,1,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,1,1,4,3,4,5,0,1,1,1,0,1,0,Uses_regularly,5374,Yes,Fashion_First
67,23-27,Male,Metro,Student,40k-60k,1,1,0,0,0,0,0,1,0,0_days,Commercial_gym,1,1,1,0,1,0,0,0,Yes_influences_purchases,2785,1,1,0,0,0,0,0,0,1,0,1,1,1,0,0,1,Every_6_months,1,1,0,0,1,1,0,0,0,1,1,1,1,1,1,0,0,1,1,3,3,2,1,0,1,1,0,1,0,Uses_regularly,4448,Yes,Fashion_First
68,33-35,Female,Metro,Salaried_Private,Above_100k,0,0,0,0,0,0,1,1,0,3-4_days,Commercial_gym,0,1,0,0,0,0,0,0,Yes_occasional,6190,1,0,1,0,1,0,0,1,0,0,1,0,0,0,1,1,Monthly_or_more,0,0,1,1,0,0,0,0,0,1,1,1,1,1,1,1,0,1,5,3,5,2,0,0,1,1,0,0,0,Uses_regularly,7142,Yes,Casual_Gym_Goer
69,23-27,Female,Metro,Student,40k-60k,1,0,1,1,0,1,0,1,0,5-7_days,Commercial_gym,1,0,1,1,0,1,1,1,No,607,0,1,0,1,0,1,0,0,1,0,1,1,0,0,1,0,Rarely,0,1,0,1,1,0,0,0,1,1,1,1,1,0,1,1,1,1,3,2,4,3,1,1,1,1,1,1,0,Uses_regularly,635,Yes,Serious_Athlete
70,23-27,Male,Metro,Other,20k-40k,1,1,1,0,0,0,0,1,0,3-4_days,Home,0,1,0,1,1,1,0,1,Yes_occasional,2427,0,1,0,1,0,1,0,1,0,1,1,1,1,0,0,1,Every_2-3_months,1,1,0,1,0,0,0,0,0,1,1,0,1,0,1,0,1,1,4,2,2,4,1,0,1,1,1,0,0,Uses_regularly,4568,Maybe,Casual_Gym_Goer
71,28-32,Male,Tier_2,Salaried_Private,40k-60k,1,1,1,0,1,0,0,0,0,5-7_days,Commercial_gym,0,0,0,0,1,0,0,0,No,2046,0,1,1,0,1,0,0,1,1,1,1,0,0,0,0,1,Every_6_months,1,1,1,1,1,1,0,0,1,1,0,1,0,1,1,1,0,0,4,1,5,1,0,0,0,1,1,1,0,Uses_regularly,3581,Yes,Casual_Gym_Goer
72,23-27,Female,Metro,Salaried_Private,80k-100k,1,0,0,0,1,0,0,1,0,5-7_days,Sports_club,1,0,0,0,0,0,0,0,No,4115,1,0,1,1,1,0,0,0,1,1,1,0,0,1,0,1,Monthly_or_more,0,1,0,1,0,0,1,0,0,1,1,1,1,1,0,1,0,0,5,3,3,5,1,1,1,0,0,0,0,Installed_rarely,6516,Yes,Casual_Gym_Goer
73,18-22,Male,Metro,Student,Below_20k,1,0,1,1,0,0,0,0,0,3-4_days,Outdoors,1,0,0,0,1,0,0,0,Yes_influences_purchases,727,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1,Every_6_months,0,0,0,0,0,0,1,0,0,1,1,0,1,1,0,0,1,0,3,4,5,3,0,0,1,1,1,0,0,Installed_rarely,1063,Yes,Budget_Student
74,28-32,Male,Metro,Salaried_Private,60k-80k,1,0,1,0,1,1,0,1,0,3-4_days,Online_virtual,0,0,1,1,0,1,1,0,No,1956,1,1,1,1,0,1,0,0,1,0,0,0,0,0,1,1,Monthly_or_more,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,3,4,3,3,1,0,0,0,1,0,0,Uses_regularly,3492,No,Casual_Gym_Goer
75,23-27,Male,Tier_2,Other,20k-40k,1,0,1,1,0,1,1,1,0,5-7_days,Sports_club,1,1,1,0,0,0,0,0,No,1917,1,0,1,1,0,1,0,1,1,0,1,1,0,1,1,1,Every_2-3_months,1,0,0,1,1,0,1,0,1,1,1,1,1,1,1,1,1,0,1,4,3,3,1,1,1,0,0,1,0,Installed_rarely,1817,Yes,Serious_Athlete
76,23-27,Male,Tier_1,Salaried_Private,60k-80k,0,0,0,0,0,1,0,0,0,0_days,Commercial_gym,1,1,0,0,1,0,0,0,Yes_influences_purchases,361,0,0,1,1,0,1,0,1,0,0,1,0,1,0,1,1,Every_2-3_months,0,0,0,1,0,0,1,0,0,1,1,0,1,1,1,1,0,1,3,5,3,3,1,0,0,1,0,0,0,Prefers_3rd_party,515,No,Casual_Gym_Goer
77,33-35,Female,Tier_1,Student,40k-60k,1,1,1,0,0,0,0,1,0,5-7_days,Home,1,0,1,0,1,0,0,1,Yes_occasional,2203,1,0,1,0,0,0,1,1,0,0,0,0,1,1,1,0,Every_6_months,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,2,2,2,4,1,0,1,0,0,0,0,Installed_rarely,2451,Yes,Casual_Gym_Goer
78,18-22,Female,Metro,Student,20k-40k,0,1,0,0,1,1,0,1,0,3-4_days,Online_virtual,1,0,0,1,1,0,0,0,Yes_influences_purchases,3285,0,0,0,1,1,0,0,0,0,0,1,0,1,1,0,1,Every_6_months,1,0,0,1,0,0,1,0,1,1,0,1,1,1,0,0,1,1,3,3,3,5,0,1,0,1,0,0,0,Installed_rarely,3842,Yes,Fashion_First
79,23-27,Male,Metro,Business_Owner,60k-80k,1,1,1,0,0,0,1,1,0,3-4_days,Commercial_gym,0,0,1,1,0,0,1,1,Yes_influences_purchases,724,0,0,1,0,0,1,0,1,0,0,1,0,1,1,0,1,Every_2-3_months,1,1,1,0,0,1,0,0,1,1,1,0,1,1,1,0,1,1,2,4,4,5,1,0,1,1,0,0,0,No_mobile_shopping,639,No,Fashion_First
80,18-22,Male,Tier_3,Other,60k-80k,0,1,1,1,0,0,1,1,0,3-4_days,Commercial_gym,0,0,1,0,0,0,1,1,No,2149,0,1,0,1,1,0,0,0,1,0,0,1,0,0,1,1,Every_6_months,1,0,0,1,0,0,0,0,1,1,0,1,1,1,1,0,0,0,4,3,3,3,1,1,1,1,1,0,0,Prefers_3rd_party,2940,Yes,Outdoor_Enthusiast
81,23-27,Male,Metro,Student,40k-60k,0,1,0,0,0,0,0,1,0,1-2_days,Home,0,0,0,1,0,0,1,0,No,3060,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1,Every_2-3_months,1,0,0,0,1,0,1,0,0,1,0,0,1,1,1,0,0,0,3,4,5,5,1,1,1,1,0,0,0,Uses_regularly,3451,No,Fashion_First
82,23-27,Male,Metro,Salaried_Private,20k-40k,0,0,0,0,0,0,1,0,0,1-2_days,Commercial_gym,0,1,0,0,0,0,0,1,Yes_occasional,1482,1,1,1,0,1,1,1,1,1,1,1,0,1,1,0,1,Every_2-3_months,1,0,1,1,0,1,1,0,1,0,0,0,0,1,1,0,0,0,3,1,4,4,0,1,1,1,0,0,0,Uses_regularly,2251,Yes,Casual_Gym_Goer
83,28-32,Female,Tier_1,Student,20k-40k,0,0,1,1,0,1,1,1,0,3-4_days,Outdoors,0,0,1,1,1,1,0,0,Yes_influences_purchases,1692,0,1,0,1,0,0,0,1,0,1,1,0,0,0,1,0,Every_2-3_months,0,0,1,1,0,1,0,0,1,1,1,0,1,0,1,0,0,0,5,4,2,3,0,0,1,0,1,0,0,Installed_rarely,2568,Yes,Outdoor_Enthusiast
84,23-27,Male,Metro,Salaried_Private,Above_100k,1,0,1,1,0,0,0,1,0,5-7_days,Commercial_gym,1,1,1,0,1,0,0,0,Yes_influences_purchases,9522,0,1,1,1,1,0,1,0,0,1,0,0,1,0,0,1,Every_2-3_months,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,1,1,1,3,4,5,2,1,0,1,0,0,0,0,No_mobile_shopping,11728,Yes,Serious_Athlete
85,28-32,Male,Metro,Student,60k-80k,1,0,0,0,0,0,0,1,0,3-4_days,Commercial_gym,0,0,1,0,1,0,1,0,Yes_occasional,8631,0,1,0,1,0,1,1,0,1,0,0,1,0,0,0,1,Every_2-3_months,1,0,0,1,0,0,0,0,1,1,0,0,1,1,0,1,0,0,2,4,4,4,1,1,1,1,0,0,0,Uses_regularly,10446,No,Serious_Athlete
86,23-27,Female,Tier_2,Freelancer,80k-100k,1,0,1,0,0,1,1,1,0,5-7_days,Commercial_gym,1,1,1,0,0,0,1,0,Yes_influences_purchases,6574,1,0,1,0,1,0,1,0,1,1,1,0,0,1,1,0,Monthly_or_more,1,0,1,0,1,0,0,0,1,1,1,1,1,1,1,0,0,1,4,4,2,3,1,1,1,1,0,0,0,Uses_regularly,7363,Yes,Serious_Athlete
87,23-27,Male,Tier_1,Business_Owner,60k-80k,1,1,0,1,1,1,1,0,0,3-4_days,Sports_club,0,0,1,0,1,0,0,0,No,3930,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,Monthly_or_more,0,0,0,1,0,1,0,0,1,1,1,1,0,0,1,1,1,0,1,3,4,3,1,1,1,0,0,0,1,Prefers_3rd_party,4530,Yes,Outdoor_Enthusiast
88,23-27,Female,Metro,Student,60k-80k,1,1,1,0,0,0,0,0,0,1-2_days,Commercial_gym,0,0,0,0,0,0,1,0,Yes_influences_purchases,4781,0,0,1,0,1,1,1,0,1,1,1,0,0,0,0,1,Every_6_months,1,1,1,0,1,0,0,0,0,1,0,1,1,0,1,0,1,1,2,3,5,5,1,0,0,1,0,0,0,No_mobile_shopping,7539,Yes,Fashion_First
89,28-32,Male,Metro,Salaried_Private,20k-40k,1,0,1,1,0,0,1,1,0,3-4_days,Outdoors,0,1,1,0,0,0,0,0,No,693,1,1,1,1,0,1,1,0,1,1,1,0,0,1,1,0,Every_2-3_months,0,1,1,1,0,0,0,0,1,1,1,0,0,1,1,0,1,1,4,5,3,3,1,1,1,1,0,0,0,Uses_regularly,1131,Yes,Serious_Athlete
90,23-27,Male,Tier_1,Student,40k-60k,0,1,0,1,0,1,0,1,0,0_days,Dont_workout,1,1,0,0,1,0,0,0,Yes_influences_purchases,3239,1,1,1,1,1,1,0,1,1,0,1,0,1,0,1,0,Monthly_or_more,1,1,1,1,0,1,0,0,1,1,1,1,1,0,1,1,1,1,1,3,4,4,1,1,1,1,1,1,0,No_mobile_shopping,3322,Yes,Fashion_First
91,23-27,Male,Metro,Salaried_Private,60k-80k,1,0,0,1,0,0,0,1,0,5-7_days,Commercial_gym,0,1,1,0,0,0,1,0,Yes_occasional,2010,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,Every_2-3_months,1,0,1,1,1,0,0,0,1,0,1,1,0,1,1,1,0,1,4,4,3,2,1,0,0,1,0,0,0,Prefers_3rd_party,1841,Yes,Serious_Athlete
92,33-35,Female,Metro,Student,20k-40k,1,0,0,0,0,0,1,0,0,3-4_days,Outdoors,0,0,1,1,1,1,1,1,Yes_influences_purchases,2076,0,1,1,1,1,1,0,0,0,0,1,1,0,0,1,1,Every_6_months,0,0,1,0,0,1,0,0,1,1,0,1,0,1,1,1,0,0,2,4,2,2,1,0,0,0,0,1,0,Installed_rarely,3153,No,Outdoor_Enthusiast
93,23-27,Female,Tier_1,Salaried_Private,20k-40k,1,1,0,0,0,0,0,0,0,3-4_days,Commercial_gym,1,0,0,1,0,1,0,1,Yes_occasional,2578,0,1,1,0,0,0,0,1,1,1,0,1,0,1,0,1,Every_2-3_months,1,0,0,1,1,1,0,0,1,1,1,1,0,1,1,0,1,1,1,4,4,3,1,0,0,0,1,0,0,Prefers_3rd_party,3861,Yes,Casual_Gym_Goer
94,23-27,Male,Tier_1,Other,40k-60k,1,1,1,0,0,1,0,1,0,3-4_days,Home,1,1,0,0,0,1,0,0,Yes_influences_purchases,1892,0,0,1,0,0,1,1,1,0,1,0,0,0,1,0,0,Every_2-3_months,0,0,1,1,1,0,0,0,1,1,1,0,0,1,1,1,1,0,4,3,2,4,1,0,1,1,0,1,0,Uses_regularly,3546,Yes,Casual_Gym_Goer
95,33-35,Male,Tier_3,Student,80k-100k,0,0,1,0,0,0,0,0,0,0_days,Outdoors,0,0,1,0,0,0,0,1,Yes_occasional,5767,0,1,1,0,0,0,1,1,1,1,1,0,0,1,1,1,Monthly_or_more,0,1,1,1,0,0,1,0,1,1,0,1,1,1,0,1,0,0,4,3,5,4,0,0,1,1,0,1,0,Installed_rarely,8096,No,Casual_Gym_Goer
96,23-27,Male,Metro,Freelancer,60k-80k,1,1,1,0,0,0,0,0,0,1-2_days,Commercial_gym,0,0,0,0,1,1,0,1,No,1317,0,1,0,1,0,0,1,1,1,0,0,0,1,0,1,0,Yearly,1,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,1,1,2,4,4,3,1,1,1,1,1,0,0,Installed_rarely,1370,Maybe,Fashion_First
97,18-22,Female,Metro,Student,Below_20k,1,0,0,0,0,1,0,0,0,3-4_days,Outdoors,0,1,0,0,0,0,0,0,No,1251,1,1,1,0,1,0,1,0,1,1,1,1,0,0,0,1,Every_6_months,0,0,1,1,0,1,0,0,1,0,1,0,1,0,1,1,0,1,3,4,5,3,1,1,1,0,0,0,0,Uses_regularly,2078,Yes,Casual_Gym_Goer
98,23-27,Male,Tier_1,Salaried_Private,Above_100k,1,1,1,0,1,1,0,0,0,5-7_days,Commercial_gym,1,1,1,1,0,0,1,1,No,10008,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0,1,Every_6_months,1,1,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,2,5,3,3,1,1,1,0,0,1,1,Uses_regularly,12182,Yes,Serious_Athlete
99,18-22,Female,Tier_1,Salaried_Private,20k-40k,1,0,1,0,0,0,0,1,0,3-4_days,Outdoors,0,1,0,0,0,1,0,0,No,100,0,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,Rarely,1,1,1,1,0,0,0,0,0,1,0,1,1,1,1,1,0,1,3,5,1,2,0,0,1,1,1,0,1,Uses_regularly,121,Maybe,Serious_Athlete
100,18-22,Female,Metro,Freelancer,Below_20k,0,0,0,0,0,0,0,0,1,3-4_days,Home,1,1,0,0,0,1,1,1,Yes_influences_purchases,554,0,1,0,1,0,0,0,1,0,1,0,0,1,1,1,0,Every_2-3_months,1,0,0,0,0,0,1,0,0,1,1,1,1,0,1,0,1,1,4,3,3,3,1,1,1,1,0,0,1,No_mobile_shopping,684,Maybe,Budget_Student
101,23-27,Male,Tier_1,Student,80k-100k,1,0,1,1,0,1,0,0,0,1-2_days,Commercial_gym,0,0,0,1,0,1,0,0,No,100,0,1,1,0,1,0,1,1,0,1,1,0,1,1,1,0,Monthly_or_more,0,0,0,1,1,0,1,0,0,1,0,0,1,0,1,0,1,1,4,4,3,2,1,1,0,1,0,0,0,Prefers_3rd_party,123,No,Budget_Student
102,23-27,Female,Metro,Salaried_Private,60k-80k,0,0,0,1,0,1,1,0,0,5-7_days,Online_virtual,0,0,1,0,0,1,1,1,Yes_influences_purchases,3829,0,1,1,1,1,0,1,1,0,0,0,1,1,0,0,0,Monthly_or_more,0,0,1,1,0,1,0,0,0,1,0,1,1,0,1,0,1,0,4,3,3,3,0,0,1,1,1,0,0,Prefers_3rd_party,5644,Yes,Outdoor_Enthusiast
103,28-32,Female,Tier_2,Salaried_Private,80k-100k,1,0,1,0,0,0,0,1,0,3-4_days,Home,0,0,0,0,0,0,0,1,Yes_occasional,4768,0,1,1,0,1,1,0,0,1,0,0,0,0,1,1,1,Every_2-3_months,0,0,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,0,3,5,3,3,1,1,0,1,0,0,0,Installed_rarely,6201,Yes,Casual_Gym_Goer
104,28-32,Male,Tier_2,Salaried_Private,40k-60k,0,0,0,0,0,0,0,1,0,3-4_days,Commercial_gym,1,0,0,1,0,0,0,0,No,769,0,1,0,0,1,1,1,1,1,1,0,0,1,0,1,1,Every_6_months,0,0,0,1,1,0,0,0,1,1,0,0,1,0,0,0,0,1,2,4,5,3,0,1,1,1,0,0,1,Uses_regularly,1427,Yes,Budget_Student
105,28-32,Female,Tier_1,Salaried_Public,60k-80k,0,0,1,0,1,0,1,1,0,1-2_days,Outdoors,0,1,0,1,0,1,0,1,No,10146,0,1,0,0,0,0,0,0,1,1,1,0,1,1,1,1,Every_2-3_months,0,1,1,1,1,1,0,0,1,1,0,1,1,1,1,1,0,0,3,4,3,3,1,1,1,1,0,1,0,Prefers_3rd_party,15710,Maybe,Outdoor_Enthusiast
106,28-32,Male,Tier_3,Student,40k-60k,0,1,1,1,1,0,1,1,0,5-7_days,Home,0,1,1,1,0,0,0,0,Yes_influences_purchases,4827,1,0,0,1,0,1,0,1,0,1,0,0,0,1,1,0,Monthly_or_more,1,0,0,1,0,1,0,0,1,1,0,1,1,1,1,1,0,0,4,4,4,5,1,1,1,1,1,0,1,No_mobile_shopping,111,No,Outdoor_Enthusiast
107,28-32,Female,Tier_3,Salaried_Private,20k-40k,1,1,0,0,0,0,0,0,0,3-4_days,Sports_club,1,0,1,0,1,0,0,1,Yes_influences_purchases,1417,0,1,1,1,0,0,0,0,1,1,0,1,0,1,1,1,Every_6_months,0,0,0,0,0,1,1,0,1,1,1,0,1,1,1,1,1,0,3,3,4,3,1,1,1,1,1,1,0,Prefers_3rd_party,1217,No,Casual_Gym_Goer
108,33-35,Female,Metro,Salaried_Public,80k-100k,1,0,0,0,0,0,0,0,0,1-2_days,Commercial_gym,0,1,1,0,1,0,0,0,No,2203,1,1,1,0,1,1,1,0,0,1,1,1,0,1,1,0,Every_6_months,1,1,1,1,0,0,0,0,1,1,1,0,0,1,1,1,0,0,4,4,3,3,0,1,1,1,0,1,1,Prefers_3rd_party,2305,Maybe,Casual_Gym_Goer
109,23-27,Female,Metro,Salaried_Private,80k-100k,1,0,0,0,0,0,0,0,0,3-4_days,Commercial_gym,1,1,1,1,0,0,1,1,No,11599,1,1,0,1,0,0,1,0,1,0,0,0,1,0,0,1,Monthly_or_more,1,1,0,0,0,0,0,0,1,1,0,0,1,1,1,0,1,0,3,2,2,5,1,1,0,0,1,1,0,Prefers_3rd_party,13774,No,Serious_Athlete
110,18-22,Female,Tier_1,Student,Below_20k,1,0,1,1,0,1,0,0,0,3-4_days,Home,0,0,0,0,1,0,0,1,Yes_occasional,495,0,0,0,1,0,1,1,1,1,1,0,0,1,0,0,1,Every_6_months,0,1,1,1,0,0,1,0,1,1,0,0,0,1,1,0,1,0,1,2,4,4,1,1,0,0,0,0,0,Prefers_3rd_party,732,Yes,Budget_Student
111,23-27,Male,Metro,Salaried_Private,40k-60k,1,0,0,0,1,1,0,1,0,3-4_days,Commercial_gym,1,0,1,1,0,1,0,0,Yes_influences_purchases,3269,0,0,1,0,0,1,1,1,0,1,1,1,0,1,0,0,Monthly_or_more,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,1,0,4,5,2,3,1,1,1,1,0,0,0,No_mobile_shopping,4882,Maybe,Casual_Gym_Goer
112,23-27,Female,Metro,Salaried_Private,20k-40k,1,0,1,1,0,0,0,0,0,3-4_days,Commercial_gym,0,1,0,0,1,0,0,1,Yes_influences_purchases,643,0,1,1,0,1,0,0,1,1,1,1,0,0,1,0,1,Monthly_or_more,1,0,1,1,0,0,0,0,0,1,1,1,1,0,1,1,1,1,2,2,5,4,1,1,0,1,1,0,1,Installed_rarely,937,Yes,Casual_Gym_Goer
113,18-22,Female,Metro,Business_Owner,20k-40k,1,0,0,0,1,1,0,1,0,0_days,Commercial_gym,0,1,0,0,0,1,0,1,Yes_influences_purchases,100,1,1,1,1,0,0,0,1,0,1,1,0,0,0,0,0,Every_6_months,1,0,1,0,1,0,0,0,0,1,0,0,0,1,1,1,0,1,2,2,5,4,1,0,1,1,0,0,0,Installed_rarely,154,Yes,Casual_Gym_Goer
114,23-27,Female,Tier_3,Salaried_Private,80k-100k,1,0,0,1,0,0,0,0,0,1-2_days,Outdoors,1,1,0,1,1,1,0,1,Yes_influences_purchases,3359,1,1,0,1,1,1,1,0,0,0,1,0,1,1,0,1,Every_2-3_months,1,1,1,0,0,0,0,0,1,1,1,0,1,1,0,0,1,1,4,3,2,4,0,0,1,0,1,1,0,Installed_rarely,4980,Maybe,Fashion_First
115,18-22,Female,Metro,Student,Below_20k,1,1,0,1,1,1,0,1,0,5-7_days,Commercial_gym,0,1,1,1,0,1,0,1,Yes_occasional,1649,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,Every_6_months,0,0,1,1,0,0,0,0,1,1,0,1,0,1,1,1,1,1,5,5,2,3,1,1,1,0,0,0,0,Prefers_3rd_party,2283,No,Serious_Athlete
116,28-32,Male,Tier_2,Freelancer,20k-40k,1,0,0,0,0,0,1,0,0,1-2_days,Outdoors,1,0,0,1,0,1,0,0,Yes_influences_purchases,578,1,1,0,1,0,1,0,1,1,0,0,0,1,1,1,1,Yearly,0,0,1,1,0,0,0,0,1,1,0,0,1,1,1,0,1,1,1,3,4,4,1,1,1,0,0,0,0,Prefers_3rd_party,836,Maybe,Budget_Student
117,23-27,Male,Tier_1,Salaried_Private,Above_100k,0,1,1,1,1,0,1,1,0,1-2_days,Commercial_gym,1,0,1,1,1,0,0,1,No,5017,1,0,0,1,1,0,0,0,0,1,1,1,0,0,0,1,Monthly_or_more,0,1,0,1,0,0,0,0,1,1,1,1,0,1,1,1,0,0,4,2,2,3,1,1,0,1,0,1,1,No_mobile_shopping,7887,Yes,Outdoor_Enthusiast
118,18-22,Female,Metro,Salaried_Private,40k-60k,1,0,1,0,0,1,1,0,0,3-4_days,Sports_club,0,1,1,0,0,1,1,1,Yes_occasional,657,0,1,1,0,1,1,0,0,1,1,0,1,0,0,0,1,Every_2-3_months,0,1,0,1,0,0,0,0,1,0,0,1,1,0,1,1,0,0,4,4,1,4,0,1,0,1,0,1,1,Prefers_3rd_party,627,Maybe,Outdoor_Enthusiast
119,18-22,Male,Tier_2,Salaried_Private,40k-60k,1,0,0,0,0,1,0,1,0,5-7_days,Home,1,0,1,1,0,0,0,1,Yes_influences_purchases,2419,0,1,0,1,1,1,1,1,0,1,0,1,0,1,0,1,Every_2-3_months,1,1,0,1,0,0,0,0,1,0,1,0,1,0,1,0,1,1,2,5,5,4,1,0,1,1,1,0,0,Uses_regularly,4632,No,Casual_Gym_Goer
120,18-22,Female,Metro,Salaried_Private,20k-40k,1,0,1,0,0,0,0,1,0,1-2_days,Sports_club,0,1,0,1,0,1,1,0,Yes_influences_purchases,2030,1,1,1,1,0,0,0,1,1,0,1,1,1,0,0,1,Every_2-3_months,1,1,1,0,1,0,0,0,1,1,0,0,1,1,1,1,1,1,3,1,4,4,0,1,1,1,1,0,1,Uses_regularly,2472,Maybe,Fashion_First
121,18-22,Non_binary,Metro,Salaried_Private,Below_20k,1,1,0,0,0,1,0,1,0,3-4_days,Home,1,1,0,0,0,1,0,0,Yes_occasional,182,0,1,1,0,0,1,0,1,1,0,1,1,1,1,1,1,Every_2-3_months,1,1,1,0,0,1,0,0,0,1,1,1,1,1,0,1,0,0,3,1,2,4,0,1,1,0,0,0,0,Prefers_3rd_party,286,Yes,Fashion_First
